0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0.924477 0.963753 0.966403 0.962057 0.959459 0.97071 0.965466 0.972095 
0.997204 0.998988 0.999026 0.998985 0.998687 0.998944 0.999006 0.99925 
0.999912 0.999973 0.999978 0.999981 0.999958 0.999971 0.999975 0.99998 
0.999997 0.999999 0.999999 1 0.999999 0.999999 0.999999 0.999999 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 0.999998 0.999985 1 1 
1 1 1 0.999997 0.999952 0.999364 0.999954 0.999998 
1 1 0.999997 0.999935 0.998695 0.974321 0.998696 0.999949 
0.999998 0.999997 0.999935 0.998681 0.973664 0 0.973651 0.999272 
0.999917 0.99995 0.998686 0.973665 0.972842 0 0.972534 0.997902 
0.97297 0.999297 0.973241 0 0.945302 0 0.945966 0.97078 
0 0.998061 0.946738 0 0.944843 0 0 0.91824 
0 0.977978 0 0 0.94447 0 0 0 
0.919096 0.946857 0 0 0.944498 0 0 0 
0 0 0 0 0.945358 0 0 0 
0.948508 0 0 0 0.917534 0 0 0 
0.972377 0 0 0 0 0 0 0 
0.972951 0 0 0 0 0 0.945958 0.97157 
0.972236 0 0.917444 0 0 0 0.972257 0.972836 
0 0 0.943661 0 0.945994 0.972906 0.998062 0.972967 
0 0 0.943661 0 0.97224 0.998589 0.999228 0.972984 
0 0 0.917444 0 0.972947 0.999252 0.999301 0.973642 
0 0 0 0 0.97295 0.999283 0.999929 0.99861 
0.972216 0 0 0 0.972291 0.999222 0.999968 0.998608 
0.972216 0 0 0 0.946845 0.997325 0.999206 0.973638 
0 0 0 0 0 0.947397 0.997322 0.972916 
0 0 0 0 0 0 0.973521 0.972303 
0 0 0 0 0.944513 0.945884 0.996666 0.973507 
0 0 0 0 0.945883 0 0.974181 0.999804 
0.944433 0 0 0.946652 0.996638 0.974243 0.99796 0.97287 
0 0 0 0.97228 0.999184 0.999216 0.997274 0.946686 
0 0 0 0.972994 0.999233 0.997982 0.94738 0 
0 0 0 0.972313 0.998724 0.973613 0 0 
0 0 0 0.947161 0.996653 0.972903 0 0 
0 0 0 0 0.946663 0.97737 0 0 
0 0 0 0 0 0.918283 0 0 
0 0 0 0 0 0 0 0 
0 0.97295 0.946014 0 0 0 0 0 
0 0.998643 0.972901 0 0 0 0 0 
0 0.999916 0.997974 0.946708 0 0 0 0 
0 0.99998 0.999271 0.972935 0 0 0 0 
0.946765 0.999998 0.999932 0.997999 0.947383 0 0 0 
0.972933 1 0.999995 0.999884 0.997359 0.947403 0 0.919 
0.99663 1 1 0.999994 0.999894 0.998068 0.946727 0 
0.973627 1 1 0.999999 0.99998 0.999288 0.973025 0 
0.973679 1 1 1 0.999998 0.99995 0.998686 0.97432 
0.998697 1 1 1 1 0.999998 0.999962 0.999355 
0.999951 1 1 1 1 1 0.999999 0.999984 
0.999998 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 
1 1 1 1 1 1 0.999998 0.999984 
0.999998 1 1 1 1 0.999998 0.999951 0.999356 
0.999952 1 1 1 0.999998 0.99995 0.998694 0.97432 
0.998699 1 1 1 0.999983 0.99932 0.973626 0 
0.973731 1 1 1 0.999985 0.999242 0.972293 0 
0.973864 1 1 0.999998 0.999935 0.998007 0.946693 0 
0.980164 1 1 0.999998 0.999289 0.983107 0 0 
0.946799 0.999999 0.999998 0.999932 0.997986 0.94673 0 0 
0 0.999982 0.999981 0.99932 0.973628 0 0 0.945928 
0.97227 0.999383 0.999932 0.99929 0.973046 0 0 0.9701 
0.972224 0.977736 0.99872 0.999295 0.973965 0 0 0.91822 
0 0 0.972935 0.998604 0.973322 0 0 0 
0 0 0.946706 0.997592 0.973603 0 0 0 
0 0 0 0.973574 0.997374 0.948226 0 0 
0 0 0 0.972967 0.998479 0.971638 0 0 
0.919096 0 0 0.972466 0.997236 0.946651 0 0 
0 0 0 0.945981 0.971473 0 0 0 
0 0 0 0 0.945184 0 0 0 
0 0 0 0 0.944454 0.944434 0 0 
0 0 0.916652 0 0 0.944433 0 0 
0 0 0.916658 0 0 0.944453 0 0.888868 
0 0 0 0 0 0.945165 0 0 
0 0 0 0 0.945916 0.97079 0 0 
0 0 0 0 0.971478 0.971468 0 0 
0 0 0.91665 0 0.970831 0.945916 0 0.888868 
0 0 0.91665 0 0.945619 0 0 0 
0 0 0 0 0.944582 0 0.917452 0 
0 0 0 0 0.944447 0 0.943684 0 
0 0 0 0 0.944454 0 0.944453 0 
0 0 0 0 0.945174 0 0.945901 0 
0 0.919096 0 0 0.970906 0.973543 0.997319 0.973609 
0.972968 0 0 0 0.946639 0.997354 0.999834 0.999317 
0.999287 0 0 0 0 0.974231 0.999347 0.999966 
0.999981 0 0 0 0.918998 0.996656 0.999883 0.999994 
0.999981 0 0 0.918179 0 0.973573 0.999314 0.999933 
0.999288 0 0.918178 0.968667 0 0.97229 0.999202 0.998722 
0.972968 0.946764 0 0.945867 0 0.946683 0.997445 0.980138 
0 0.972973 0 0.971543 0.946664 0 0.946761 0.971263 
0 0.998679 0.974314 0.998557 0.997959 0.947322 0 0.946066 
0 0.999949 0.999305 0.99864 0.974192 0.99535 0.946712 0.974009 
0 0.999982 0.999311 0.973661 0 0.946624 0 0.947738 
0 0.999983 0.999323 0.973663 0 0.972314 0.972917 0.971643 
0 0.999998 0.99995 0.998695 0.974319 0.998645 0.999043 0.972928 
0 1 0.999998 0.999951 0.999354 0.999932 0.999284 0.972984 
0 1 1 0.999998 0.999983 0.999982 0.99933 0.973645 
0 1 1 1 1 0.999998 0.99995 0.998661 
0.972968 1 1 1 1 1 0.999997 0.999949 
0.999287 1 1 1 1 1 1 0.999998 
0.999981 1 1 1 1 1 1 0.999999 
